Geneid	w1118_1	w1118_2	w1118_3	PcKD_1	PcKD_2	PcKD_3	vgLOF_PcKD_1	vgLOF_PcKD_2	vgLOF_PcKD_3	sdLOF_PcKD_1	sdLOF_PcKD_2	sdLOF_PcKD_3
park	97	84	71	90	100	74	110	76	86	98	81	74
CG34261	160	171	107	129	150	127	118	94	130	109	151	124
CG33054	155	125	124	140	186	176	178	155	197	181	196	142
CG33056	178	149	113	160	190	201	178	196	163	214	210	164
CG10512	233	195	226	87	158	45	63	61	75	82	74	47
CG10510	0	4	2	0	3	1	0	0	0	0	0	0
CG10508	123	92	137	196	182	195	78	81	78	114	116	104
CG12975	306	344	318	326	366	327	366	282	392	316	358	304
Ilk	1042	1088	856	1026	1131	1029	1122	971	992	955	1012	904
CG43219	0	0	0	0	0	0	0	0	0	0	0	0
Eip78C	643	479	297	772	536	1152	370	320	220	376	61	94
CG43218	1	1	1	2	0	6	1	0	0	1	0	0
CG9391	367	370	316	299	369	371	382	347	345	342	365	333
CG9389	0	6	0	0	1	0	1	0	1	0	0	0
CR45162	2	3	5	3	2	3	3	1	1	3	3	2
AcCoAS	315	220	294	269	542	312	323	277	439	729	316	232
ppl	433	403	435	310	565	348	376	349	390	428	384	344
CG12974	5	5	0	5	11	7	4	10	4	0	0	1
pzg	5963	6389	4488	7733	8140	6711	6963	5697	6094	5768	4989	4719
Cpr78Ca	11	51	4	22	11	40	3	6	3	0	0	1
Cpr78Cb	0	0	0	0	1	0	0	0	0	0	0	0
Edg78E	1	3	5	3	2	6	1	2	1	2	1	2
CG43702	0	2	0	0	0	0	0	0	0	0	0	0
Cpr78Cc	4	0	1	0	1	0	0	1	0	0	0	1
CR45432	0	0	0	0	0	0	0	0	0	0	0	0
CG11309	332	350	279	336	391	338	352	296	341	288	297	270
CR45952	2	3	0	0	1	1	2	0	0	3	0	2
CG7632	216	250	192	214	260	203	320	227	240	218	194	194
Pc	360	393	299	350	393	332	378	326	293	332	317	336
CR45674	0	0	0	0	0	0	0	1	0	0	0	0
Rab26	33	21	22	32	30	46	20	16	5	19	32	27
CR46068	0	0	0	0	0	0	0	0	0	0	0	0
Tsr1	1704	1976	1302	1844	2063	1630	1995	1660	1917	1697	1823	1692
CG7324	1586	1464	1154	1739	1985	1776	1725	1611	1530	1785	1744	1551
CG32436	3	15	8	5	8	1	7	7	5	9	7	2
ebd2	146	133	107	158	174	180	130	116	86	130	154	150
CG12971	1	2	4	9	2	0	1	1	0	1	1	3
CG32437	0	15	3	0	4	0	0	0	0	0	0	0
CG32440	0	3	0	0	1	0	0	0	0	0	0	0
rgn	3394	3519	2704	4987	5171	4505	3616	3462	3542	3926	4552	4395
CR45953	0	0	0	0	0	0	0	0	0	0	0	0
sa	0	1	1	0	1	0	1	0	0	0	0	0
CR45954	1	0	0	3	0	0	0	0	2	0	1	2
barc	995	1000	753	1077	1086	1004	958	847	805	883	754	691
CG33288	5	6	3	15	14	15	66	46	81	9	22	22
Aef1	859	932	627	1004	1142	1020	888	735	688	679	625	627
CG5664	360	383	273	353	348	315	299	292	307	317	363	324
Alp1	404	191	223	102	57	434	13	14	2	9	7	6
Syx7	818	841	629	911	935	842	854	715	674	704	692	679
croc	15	20	22	14	11	13	12	8	11	26	29	23
Neu2	0	0	0	7	7	7	2	2	1	2	1	3
CG7202	0	11	0	0	2	0	0	0	0	0	0	0
CG7519	643	603	455	511	500	540	612	543	529	524	587	567
Hr78	2023	1986	1340	2103	2151	2193	1567	1318	1268	1402	1165	1253
CR43933	7	3	2	7	15	23	8	8	10	15	10	12
Glg1	2949	3055	2035	3559	3605	2824	3355	2804	2718	2703	2616	2524
Est-Q	5	1	3	5	3	2	0	2	2	0	0	0
M6	1993	2072	1500	2226	2371	2211	2213	1764	1696	1683	1623	1735
SAK	1043	1127	726	1093	1216	1020	1146	985	985	1018	938	1010
Cdk12	1722	1786	1271	2002	2028	1864	2014	1597	1624	1537	1520	1520
CG7611	2200	2238	1500	2510	2764	2385	2008	1988	1752	1876	1832	1716
Arv1	196	219	149	208	220	206	200	150	149	175	214	175
CR43877	2	2	0	2	6	0	1	1	2	3	7	0
Mkrn1	1798	1835	1295	1868	2238	1881	1732	1658	1452	1337	1487	1602
ppk5	0	1	0	0	1	0	0	0	0	0	0	1
Rpn10	2700	2880	1907	3126	3220	3223	2565	2298	2288	2053	1778	1832
COX8	1034	1013	767	1015	1138	1018	1036	1030	1208	961	1028	958
VhaM9.7-b	939	912	687	954	1094	955	861	789	755	730	816	841
CG33290	0	0	0	0	0	0	0	0	0	0	0	0
Wnk	1655	1673	1141	1906	2162	1681	1637	1270	1306	1341	1294	1207
CG7173	8	14	12	75	66	112	215	220	153	89	67	76
CapaR	0	0	0	1	0	0	1	0	0	2	1	0
CG7634	0	2	1	0	4	0	0	0	0	0	0	0
CRIF	359	401	277	402	410	401	384	311	398	298	296	249
SMC5	1157	1224	1009	1164	1309	1046	1170	1087	1132	1237	1214	1110
mir-193	0	0	0	0	0	0	0	0	0	0	0	0
CG32441	987	955	593	962	1097	1005	1083	901	932	788	818	809
CR43939	1	4	1	1	1	0	1	1	1	1	0	0
TfAP-2	520	576	455	578	611	715	771	703	654	703	483	394
CR43940	0	0	0	0	0	0	0	0	0	0	0	0
S1P	253	298	191	325	390	273	389	343	370	295	299	289
CG11307	600	615	461	515	616	538	540	469	456	550	539	455
CG7166	97	92	122	222	171	161	47	76	29	98	105	75
CG11306	906	967	721	1089	1158	1059	1047	867	946	986	1010	950
MED1	1578	1656	1137	1883	2077	1882	2002	1730	1688	1608	1629	1542
ORMDL	197	184	139	134	166	146	182	187	171	209	186	177
CR45955	0	0	0	0	0	0	0	0	0	0	0	0
CG32444	16	14	10	7	26	6	9	13	8	18	13	15
CG32445	0	6	0	0	0	0	0	0	0	0	0	0
Atox1	1534	1409	1018	1395	1454	1627	987	999	923	766	783	760
CR45956	0	0	0	0	0	1	2	1	0	2	0	1
CG43980	687	785	470	960	896	936	905	744	708	1006	733	760
Cpr78E	321	301	211	224	283	86	87	88	43	104	90	83
CR43977	3	0	2	2	0	2	0	2	1	3	5	11
CR45920	0	0	0	0	0	0	0	0	0	0	0	0
mir-316	0	0	0	0	0	0	0	0	0	0	0	0
CG11249	2	5	3	0	8	2	6	6	5	13	18	16
Als2	558	564	371	593	637	519	609	518	501	625	530	477
CR43979	0	2	0	0	1	0	0	0	0	3	2	0
CG11248	373	376	279	450	414	385	312	250	246	264	275	281
Sfp78E	0	0	0	2	0	0	1	0	0	0	1	0
CR43978	2	0	0	0	0	0	0	0	0	0	0	0
CG32447	1884	1949	1180	2257	2175	2301	1583	1300	1014	1077	620	600
CG11247	379	396	341	423	443	415	401	372	332	427	434	370
Rpb8	817	883	548	909	859	891	815	713	765	691	681	738
CG14570	0	0	0	0	0	0	0	0	0	0	0	0
CG14569	1	3	0	3	0	2	3	10	6	13	19	2
CG14568	1	0	0	0	0	0	0	0	0	0	0	0
CG14573	3	0	0	0	1	0	0	0	0	1	0	0
CR43888	0	0	0	0	0	0	0	0	0	0	0	0
CG14567	135	132	104	139	166	192	127	104	124	70	97	75
CG14566	106	109	42	299	270	91	8	18	13	10	12	87
CG14572	139	66	43	22	79	20	6	18	0	7	6	21
CG14565	0	1	0	0	1	0	0	0	0	0	0	1
Syn1	51	32	64	129	74	69	33	88	33	115	89	42
CG14564	1	0	0	1	2	1	0	0	0	0	0	0
CR45957	0	0	0	0	0	0	0	0	0	0	0	0
CG7370	0	0	0	0	0	0	0	0	0	0	0	0
CR45958	0	0	0	0	0	0	0	0	0	0	0	0
eg	8	11	6	12	13	14	18	14	7	12	28	15
CG43895	0	0	0	0	0	0	0	0	0	0	0	0
CycH	524	534	297	401	462	422	485	431	433	422	426	450
CG7407	154	174	113	165	156	143	152	119	120	144	175	172
CG7414	5511	6019	4108	6715	7417	6498	8362	7851	8907	8695	9912	9007
CG32448	111	94	95	109	127	113	142	104	101	106	118	126
CR43309	0	0	0	0	1	0	0	1	0	0	1	0
CG7148	367	376	237	401	397	338	385	395	395	370	356	316
Nopp140	3654	3806	2602	4312	4589	4054	4225	3385	3859	3152	3160	2997
P5CDh1	2324	2468	1984	2192	2464	1927	1615	1390	1622	1452	1759	1409
CG14563	0	0	0	1	0	0	0	0	0	0	0	0
mub	4972	5025	3826	6547	6742	6625	4384	3889	3368	3859	3807	3631
CR43878	0	0	0	0	0	0	0	0	0	0	0	0
CR45959	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A	10	15	18	5	5	7	1	2	4	0	1	1
DNApol-eta	409	472	360	426	496	381	537	411	533	506	581	465
CG14562	951	1015	668	1157	1248	1024	1054	929	917	926	963	843
CR45803	0	0	0	0	0	0	0	0	0	0	0	0
CG7458	14	9	2	2	2	4	2	2	2	0	4	0
CR45757	0	0	0	0	0	0	0	0	0	0	0	0
CS-2	0	0	2	0	1	0	0	9	0	0	0	0
CG7470	227	220	373	85	446	92	66	50	54	77	15	16
Act79B	1	0	0	0	0	1	0	0	0	0	0	1
CG7140	0	2	0	0	3	0	0	0	0	0	0	0
CG43392	0	0	0	0	0	0	0	0	0	0	0	0
CR44687	0	0	0	0	0	0	0	0	0	0	0	0
Oct-TyrR	13	4	11	10	21	4	4	9	3	9	7	2
CG14561	267	254	193	295	332	310	394	365	323	391	349	313
CG7139	956	923	616	902	1142	934	991	1003	947	997	1050	881
CR43995	33	22	22	19	20	22	8	9	7	11	9	17
CG7133	667	659	437	610	732	591	654	599	641	639	620	551
CG7130	60	67	45	51	71	47	74	64	76	77	61	44
RpLP0	23701	25125	16375	30702	33241	31314	34574	31733	35514	32806	34287	32672
Sfp79B	0	0	0	0	0	0	0	0	0	0	0	0
msopa	0	0	0	0	0	0	0	0	0	0	0	0
CR45236	0	0	0	0	0	0	0	0	0	0	0	0
olf413	2683	3005	2203	3041	3418	2817	2595	2165	2050	2356	2065	2134
CR45971	0	0	0	0	0	0	0	0	0	0	0	0
CR45972	0	0	0	0	0	1	0	0	0	0	0	0
CR45035	0	0	0	0	0	0	0	0	0	0	0	0
Rich	794	765	469	1053	1042	1048	1044	917	842	898	825	781
Ddx1	1234	1293	893	1374	1435	1328	1203	980	1050	905	884	878
CG11523	395	410	266	419	388	447	336	333	274	285	327	279
Csp	3001	3007	2365	3130	3456	3177	2774	2364	2244	2194	2195	2109
Srpk79D	94	77	132	194	133	172	83	105	66	149	149	129
CR45960	0	1	1	0	0	0	0	0	0	0	0	0
Hem	1430	1531	1159	1841	2093	1783	1732	1352	1358	1509	1227	1160
IleRS	3006	3189	2375	3610	3838	3439	3928	3271	3366	3011	2953	2795
Ten-m	3375	3290	2385	5643	6673	5760	4947	4344	3998	4402	4751	4413
CG32450	0	8	0	0	1	0	0	0	0	0	0	0
CR45963	0	0	0	0	0	0	0	0	0	0	0	0
CR45962	6	8	4	11	6	7	15	5	11	14	14	16
CR45964	0	0	0	0	0	0	0	0	0	0	0	0
CR45965	2	1	0	1	0	1	0	0	0	0	0	0
CR45237	0	0	0	0	0	0	0	0	0	0	0	0
CR45966	0	0	0	0	0	0	0	0	0	0	0	0
CG11449	0	0	0	0	1	0	0	0	0	1	0	0
laza	14	6	7	4	12	4	0	1	4	6	3	3
CG11438	208	232	116	327	316	361	381	325	380	331	244	262
CG11437	3	5	4	1	2	3	3	4	3	3	4	1
CG11426	94	74	69	107	111	98	80	58	49	72	81	46
CR45382	0	0	0	0	2	0	0	0	0	0	0	0
CG11425	11	8	22	17	12	5	0	7	0	38	10	0
CR45430	0	0	0	0	0	0	0	0	0	0	0	0
CR45431	0	0	0	0	0	0	0	0	0	0	0	0
CG43312	0	0	0	0	0	0	0	0	0	0	0	0
CG43331	0	2	0	0	0	0	0	0	0	0	0	0
CG43330	0	0	0	0	0	0	0	0	0	0	0	0
CG43329	0	0	0	0	0	0	0	0	0	0	0	0
CR45429	0	0	0	0	0	0	0	0	0	0	0	0
mir-957	0	0	0	0	0	0	0	0	0	0	0	0
CG11404	0	2	0	0	1	0	0	0	0	0	0	0
Trxr-2	0	0	0	0	4	0	0	0	0	0	0	0
CG14459	1	0	3	4	0	1	2	2	0	1	2	0
ND-B14.5AL	0	0	0	0	0	0	0	0	0	0	0	0
CR45967	0	0	0	0	0	0	0	0	0	0	0	0
CR45381	0	0	0	0	0	0	0	0	0	0	0	0
CG33766	0	0	0	0	0	0	0	0	0	0	0	0
CG33767	0	0	0	0	1	0	0	0	0	0	1	0
CG33768	0	0	0	0	0	0	0	0	0	0	0	0
CG33769	0	0	0	0	0	0	0	0	0	0	0	0
CG33770	0	0	0	0	0	0	0	0	0	0	0	0
CG33771	0	0	0	0	0	0	0	0	0	0	0	0
CG33772	0	0	0	0	0	0	0	0	0	0	0	0
CR43270	0	0	0	0	0	0	0	0	0	0	0	0
mir-958	0	0	0	0	0	0	0	0	0	0	0	0
CG14457	3	2	0	7	2	12	0	0	0	1	0	0
CG14455	0	3	0	1	7	0	0	0	0	0	1	0
CG14456	14	19	14	15	106	6	1	11	1	0	0	1
CG14454	0	0	0	0	0	0	0	0	0	0	0	0
CG12546	0	0	0	0	1	1	0	0	0	0	0	0
CG14453	0	1	0	0	0	0	0	0	0	0	0	0
CG14452	0	0	0	0	0	0	0	0	0	0	0	0
CG32453	0	0	0	0	0	0	0	0	0	0	0	0
CG45116	7	2	21	2	2	3	0	0	0	1	0	1
CR46227	0	0	0	0	0	0	0	0	0	0	0	0
CG11370	2849	5078	1205	5068	3593	4342	805	375	63	98	124	501
ArfGAP3	1860	1971	1431	2185	2138	2139	2081	1796	1851	1725	1802	1777
CG32452	401	481	331	472	538	467	495	440	442	503	458	366
mael	21	27	14	25	30	45	23	38	26	20	15	12
CG14451	0	0	0	0	0	2	1	0	0	1	0	0
CG14450	170	164	110	181	214	170	170	154	162	165	134	121
CG11367	199	206	156	201	188	203	172	160	141	169	152	166
CG32454	11	9	6	5	4	9	10	1	5	7	8	4
CG11241	80	68	35	56	84	77	49	30	34	28	39	32
l(3)04053	494	494	328	527	573	526	526	427	500	515	454	486
CR45163	1	5	7	2	2	0	3	0	5	8	10	5
CG7369	1262	1361	981	1392	1545	1336	1353	1142	1178	1293	1365	1286
SPoCk	2103	2225	1511	2514	2699	2517	2173	1888	1925	1995	2004	1851
CR45961	2	2	0	2	1	0	0	0	0	0	0	2
CG14448	0	0	0	0	1	0	0	0	0	0	0	0
jim	3381	3520	2800	4435	5082	3817	4482	4188	4152	4544	4851	4396
CG45428	0	0	0	0	0	0	0	0	0	2	0	0
CG11226	0	3	0	0	1	0	0	0	0	0	0	0
CR45659	1	1	0	1	0	0	0	0	0	0	0	0
CR43426	24	29	16	45	41	43	59	52	56	50	46	45
CG32462	1	0	0	2	1	1	0	0	0	1	1	0
CG32459	1	0	1	5	3	3	2	4	2	2	0	0
CG13239	12	22	16	35	17	9	3	1	3	3	4	7
CG33169	101	87	96	115	116	129	96	118	78	113	73	80
CG33170	361	377	352	459	418	414	366	397	438	379	450	430
CG11137	950	823	596	814	779	850	749	662	725	600	627	641
Arf79F	12063	12016	9875	13912	14722	14295	11564	9788	10068	9573	9106	8932
snoRNA:Me28S-G764	1	4	5	1	1	1	1	0	0	0	4	1
CR45969	8	6	4	4	12	5	3	9	1	3	4	3
CG11109	442	407	268	467	424	477	451	409	443	425	383	372
CR45968	0	0	0	0	0	0	2	0	1	0	0	0
Chro	3502	3711	2679	4528	4731	3997	4155	3487	3544	3410	2979	2922
Ssl1	707	733	560	706	733	692	782	686	739	800	795	702
CR45970	0	1	1	1	0	2	0	0	0	1	0	2
slif	60	75	47	92	81	77	42	53	49	48	42	58
CR44688	0	0	0	0	0	0	0	0	1	0	0	0
CR44689	0	0	0	0	0	0	0	0	0	0	0	0
CG11131	17	169	77	6	1	30	0	0	35	0	0	0
BoYb	0	2	4	4	5	3	4	4	2	9	12	4
CR45661	0	1	0	0	1	0	0	0	1	0	0	0
CG12768	103	86	111	105	122	80	72	97	71	90	89	78
mir-9388	0	0	0	0	0	0	0	0	0	0	0	0
Mes2	298	217	232	299	316	265	175	198	114	182	148	151
CG32461	0	1	0	0	0	0	0	0	0	0	0	0
CR45758	1	0	0	2	0	2	0	1	1	4	2	1
CG32457	0	0	0	0	0	0	0	0	0	0	0	0
nrm	868	856	565	1045	1185	937	520	454	418	503	643	565
RpL10	32949	32978	24354	33224	39568	33898	36655	32632	38234	33409	35721	33116
CkIIalpha	4306	4594	3293	4529	5277	4575	4452	3809	3943	3795	3645	3559
CG33217	589	626	499	622	692	608	487	480	486	376	459	531
Vps11	1050	1122	897	1392	1528	1241	970	899	851	689	779	810
CR45164	18	12	9	11	33	15	10	9	6	7	10	11
CG34031	1	1	0	0	3	0	0	1	1	2	1	0
CR43967	0	0	0	1	0	0	0	0	0	0	0	0
CR45735	0	0	0	0	0	0	0	0	0	0	0	0
nAChRalpha4	30	19	58	77	59	39	12	38	16	51	50	38
alpha-Cat	4541	4375	3465	5099	5144	4547	3760	3284	3206	3394	2937	2840
mir-4942	0	0	0	0	0	0	0	0	0	1	0	0
ND-MLRQ	2085	2069	1529	1841	2085	2052	1667	1533	1745	1531	1677	1668
AGO3	29	17	12	19	30	29	32	47	25	50	68	62
CR45174	1	0	1	0	1	0	0	0	0	2	1	3
CG17454	847	821	761	1042	1030	1095	793	683	670	730	739	710
CG40298	1	2	2	0	1	0	1	1	1	1	0	0
CR45736	0	0	0	0	0	0	0	0	0	0	0	0
CG17698	810	890	564	745	832	759	529	586	523	634	671	573
CG43968	3	0	1	2	3	1	1	0	0	0	1	0
CG40470	36	19	94	80	23	14	5	11	12	33	59	11
CR43941	1	0	2	0	0	0	0	0	0	0	0	0
CR43942	0	2	0	0	1	0	0	0	0	0	0	0
CR40053	0	1	0	0	0	0	0	0	0	0	0	0
CG40045	3043	3044	2708	3392	3519	3345	2335	2195	2144	1981	2115	2232
Snap25	95	60	94	169	178	86	60	81	60	125	200	165
CR45159	0	0	0	0	0	0	0	0	0	0	0	0
nvd	1397	730	381	559	1345	631	109	29	55	15	44	14
mRpS5	662	666	587	709	748	623	481	462	414	372	422	423
scro	85	64	193	225	136	132	46	170	5	140	69	52
CG40472	406	362	303	480	515	513	186	211	169	129	219	192
ND-AGGG	632	617	537	601	654	632	512	416	503	345	420	450
Set1	1643	1682	1375	2063	2052	1807	1511	1338	1372	1521	1365	1252
MED21	841	832	595	643	772	717	584	556	495	464	513	528
UQCR-11	1783	1718	1544	1922	1931	1753	1726	1515	1602	1415	1652	1501
CG45782	3	3	7	0	1	1	2	3	3	10	10	5
CR45180	0	0	0	0	0	1	2	1	3	6	5	4
FASN3	63	23	11	8	265	606	8	9	121	5	34	6
CG40178	852	848	706	993	1089	887	717	737	706	844	1038	911
CR45182	12	7	6	6	9	6	12	13	1	17	7	8
CG40160	1649	1920	1356	2795	3277	2648	2684	2488	2355	2630	2928	2842
CG41284	0	0	3	9	3	7	7	4	2	12	6	4
CG42598	9	9	2	17	32	26	14	15	10	19	13	25
CG40228	1059	1047	812	918	909	963	549	619	506	583	541	665
CR45177	16	9	6	8	19	22	21	26	23	38	34	29
CR46252	2	3	3	3	4	4	0	0	2	2	7	2
CR45181	6	6	5	1	0	0	1	0	2	2	3	1
vtd	2000	2083	1754	2529	2596	2184	1877	1696	1708	1807	1659	1574
RpL15	23043	23518	18030	27544	30809	25687	26485	24450	27141	23903	26067	24584
snoRNA:Me18S-C419	7	2	2	3	2	5	3	0	3	2	3	9
Dbp80	2408	2437	1973	2732	3120	2676	2594	2361	2463	2262	2389	2099
CR46250	0	0	0	0	0	0	0	0	0	0	0	0
eIF-4B	522	519	403	303	373	333	514	402	431	465	395	359
CG17514	4125	4248	3173	5617	6558	5174	4674	3829	3976	4044	4080	3802
Myo81F	4	0	10	13	1	0	1	5	1	13	12	1
CR46123	0	0	0	0	0	0	0	0	0	91	121	82
CR46122	0	0	0	0	0	0	0	0	0	0	0	0
Pzl	0	0	0	0	0	0	0	0	0	0	0	0
CR45220	0	0	0	0	0	0	0	0	0	0	0	0
spok	7520	3859	1664	3732	8289	3354	1155	256	459	206	402	65
Parp	2017	2174	1806	2711	3202	2598	2134	1896	1976	1422	1459	1343
Alg-2	1472	1444	1097	1392	1683	1453	1295	1277	1236	1319	1406	1326
CR46141	0	0	0	0	0	0	0	0	0	0	0	0
Tim17b	3330	3532	2821	3315	3723	3433	2956	2693	2664	2563	2543	2501
CG41128	711	789	674	902	972	845	543	593	505	381	423	558
CG41099	2130	2197	1656	1806	2070	1787	2143	1889	1892	1906	1855	1658
CG42402	13	17	25	79	68	48	84	96	58	136	181	130
Gfat1	4811	5470	3754	4797	5544	4408	4265	3961	3596	4774	4567	4600
CR41601	0	1	0	0	0	0	0	1	1	0	0	0
CG40198	5	10	16	1	0	0	2	0	12	1	1	2
CG12581	5122	5682	3692	5889	6707	5322	5960	5395	5375	6157	6133	5986
Dsk	2	1	7	15	1	1	0	0	1	9	14	0
beta-Man	2231	2442	1599	1899	2058	1823	2092	1782	1802	1963	2162	1918
CG14636	62	50	29	69	77	153	43	29	37	38	49	34
aux	1069	1121	710	1226	1290	1134	1118	965	972	934	871	893
CG31516	1	1	2	0	0	6	1	1	0	0	1	0
DhpD	596	611	428	535	645	590	553	529	508	529	527	485
CG14641	1622	1716	1214	1714	1791	1778	1753	1593	1598	1439	1489	1427
abs	669	651	531	637	681	593	634	606	540	635	634	564
Gel	1928	1851	2166	1070	2671	978	1067	943	1080	1218	1082	924
CR46255	0	0	2	0	0	0	0	0	0	0	0	0
CG14642	22	20	19	24	24	17	14	10	11	18	23	30
CG34305	62	48	49	30	43	33	15	17	8	21	49	32
TwdlF	0	0	0	0	0	0	0	0	0	0	0	0
TwdlG	0	0	0	3	3	0	1	0	0	0	1	1
CG14644	2	2	1	1	4	0	0	1	1	0	0	0
TwdlV	3	9	8	4	9	2	24	24	19	18	19	29
Or82a	0	0	0	0	0	0	0	0	0	0	0	0
CG1092	229	239	196	182	329	197	158	149	149	82	74	73
CG9766	0	3	10	1	2	0	1	0	0	0	0	0
CR45597	0	0	0	0	0	0	0	0	0	0	1	0
cpx	121	69	157	406	245	276	140	202	85	165	238	165
CG9780	1	3	3	0	2	0	0	0	1	6	0	0
mir-929	0	0	0	0	0	0	0	0	0	0	0	0
Vps24	801	790	762	977	990	911	816	727	768	706	815	837
MP1	1025	1094	782	1122	1356	1200	1118	858	850	949	791	864
CR46140	8	9	7	9	8	7	5	2	9	5	3	1
Suv3	331	313	247	332	344	310	298	255	268	282	230	207
Syt14	43	36	36	49	49	56	22	38	24	49	71	31
CG9795	802	754	513	773	745	708	730	634	584	710	698	648
CG9776	1748	1825	1498	2065	2073	1912	1745	1654	1625	1783	1807	1584
Skp2	716	868	541	730	899	689	1037	886	1002	862	867	831
CG14645	0	0	0	0	0	0	1	0	0	0	0	0
CG1103	1580	1660	1012	1701	1770	1645	1749	1495	1524	1575	1454	1407
hkb	0	1	2	2	0	0	0	0	0	0	0	0
CG1090	84	61	65	134	142	186	101	82	66	65	129	123
CR44922	1	0	0	41	44	42	58	59	35	43	65	62
CG11739	491	492	360	480	544	472	428	351	372	449	460	462
Cont	8480	9199	6240	11782	13786	11112	11512	9272	9756	9764	10825	10378
tub	975	1056	693	1159	1219	1078	1217	1009	984	1086	1117	1053
CG14646	712	763	532	629	706	656	643	623	536	569	527	486
CG34112	104	124	107	104	130	106	81	100	89	92	130	116
CR46139	1	3	1	3	4	2	1	5	9	2	6	2
CR45999	11	13	9	3	7	2	3	6	6	4	5	5
CG9855	878	970	554	978	1098	888	1009	866	887	953	952	796
CG9853	845	922	623	867	935	841	807	766	730	778	717	667
CG14647	503	492	357	512	571	496	492	474	493	526	562	420
CR45187	16	26	19	34	30	9	13	13	13	10	14	13
lost	9673	10667	8178	11649	13083	11304	12548	12086	12762	11560	13828	13283
CG32944	20	18	16	24	17	19	13	26	7	48	35	19
CG31528	1	3	1	1	1	0	0	1	0	0	0	0
srl	1858	2061	1550	2059	2205	1714	2017	1488	1762	1655	1696	1552
CG31525	0	1	0	0	0	0	0	0	0	0	0	0
eIF3-S10	6626	7382	4979	9199	9534	8761	7851	6738	7333	6538	6352	6233
CG1074	455	500	300	481	579	449	494	461	427	446	457	433
CR46138	0	0	0	0	0	1	0	0	0	2	1	0
CG9804	311	292	192	264	299	298	333	315	339	314	344	338
CR44134	0	5	6	6	2	4	1	2	2	0	1	3
CG14650	1685	1766	1224	1754	1962	1791	1904	1690	1692	2004	2157	1960
CG31522	963	962	794	1057	1124	959	746	674	676	649	672	674
CR43629	19	18	8	14	20	13	26	18	16	16	30	16
CG31523	1913	1834	1336	2084	2193	2026	2146	1807	1632	1503	1602	1401
CG14651	2	1	0	0	1	2	0	0	1	0	1	0
Fip1	1381	1370	993	1632	1585	1472	1398	1276	1295	1204	1116	1091
CG34357	13	3	11	15	5	3	7	13	4	9	16	3
CG34425	0	5	0	0	0	0	0	0	0	0	0	0
CR31526	0	0	0	0	0	0	0	0	0	0	0	0
Mur82C	0	0	0	0	0	0	1	0	0	0	0	0
CG32945	0	0	0	0	0	0	0	0	0	0	0	0
CR45558	0	0	1	0	0	0	0	0	0	0	0	0
CR44317	1	0	3	0	0	0	0	1	0	0	0	0
5-HT2A	1	0	6	4	2	2	1	6	1	4	4	1
CR45673	0	0	0	0	0	0	0	0	0	0	0	0
CG9775	2148	2374	1518	2085	2211	2203	1868	1796	1804	1889	1714	1667
MED31	601	694	455	561	605	616	690	562	601	651	698	663
slx1	57	46	25	64	46	65	41	41	34	50	26	32
Dlip2	403	390	281	474	518	451	466	445	409	418	404	399
rpk	149	195	109	80	51	55	51	43	31	189	294	215
CR44155	0	1	0	0	0	0	0	0	0	1	0	0
Karybeta3	6274	6643	4418	7169	8624	6979	8496	7365	7833	7111	7321	6703
spartin	110	118	77	137	125	120	96	88	69	106	97	115
CG43427	2136	2125	1657	2554	2643	2625	2205	2143	1917	2074	2219	2041
CR44156	0	0	0	0	0	0	0	0	0	0	0	0
CR44157	0	0	0	0	0	0	0	0	0	0	0	0
CG33927	0	0	0	0	0	0	0	0	0	0	0	0
CG9769	3792	4038	2499	4262	4657	4455	5241	4725	5341	5313	5920	5401
CR44923	7	12	7	12	14	14	3	2	2	2	1	0
Nep2	3914	3678	2336	3608	3132	3642	2264	1673	1355	1548	1267	1212
tacc	3544	3575	2676	3915	4296	3800	3641	3138	3081	3156	3121	2923
CR46137	0	0	0	0	0	1	2	1	0	0	0	1
mir-9384	0	0	0	0	0	0	0	1	0	0	1	0
atms	1326	1460	1049	1477	1650	1496	1463	1267	1407	1361	1326	1224
CG44098	27	15	34	32	9	132	0	9	0	19	14	3
CG44088	0	3	0	0	0	0	0	0	0	0	0	0
CG14655	22	27	7	9	25	9	5	2	2	3	8	2
CG17387	9	9	6	3	0	6	7	3	0	2	3	2
ctrip	5861	5402	3707	7359	7591	7033	6186	5353	4862	5003	5018	4765
Hus1-like	146	132	99	142	152	156	154	140	140	137	110	122
CG1129	1002	933	729	1153	1105	1222	1103	859	866	913	755	741
CG1126	1	1	2	0	0	1	0	0	0	1	0	0
CG14657	1224	1189	922	1451	1525	1394	1296	1239	1205	1170	1169	1130
CG14658	0	3	0	0	0	0	0	0	0	0	0	0
CG14659	0	0	0	0	0	0	0	0	0	0	0	0
opa	245	348	252	332	389	261	221	212	151	169	75	103
laf	0	3	0	0	0	0	0	0	0	0	0	0
CR45580	1	0	0	0	0	0	0	0	0	0	0	0
Gnf1	1430	1466	1163	1753	1995	1454	1607	1432	1495	1373	1294	1210
Cdep	1968	2224	1577	2114	2071	1998	1950	1872	1626	1925	1881	1774
CR45188	0	2	0	0	0	0	0	1	0	0	0	2
snRNA:U1:82Eb	3	3	0	5	2	7	4	6	5	2	3	2
